Gene Symbol	Gene ID	
SSR2	100154318	
SRPR	100513370	
ETNK2	100622861	
CWC22	100520592	
DNMT1	606746	
CUTA	100152220	
C16ORF93	-	
KIF2C	100516205	
SCN10A	-	
RASSF8	100151839	
MFSD1	100621077	
SLC17A5	100516051	
MAN1A2	100154147	
OR10J3	-	
ZNF629	100513588	
GOLGB1	100620515	
MAP3K3	100513491	
NFATC1	397318	
RPL31	100737826	
DMRTA2	-	
MAP4K1	100516374	
TTC35	-	
FH	100627128	
AMOTL2	100523696	
SLC39A7	100155600	
DAPK1	100516103	
PRRC2B	100511912	
GPR54	-	
SEMA4F	100512275	
HMBS	396581	
SCN2B	100514594	
GTSF1	100521495	
M6PR	100154117	
TSHZ2	100136903	
UBE3B	100157435	
MYOT	100101550	
U6	-	
NCKAP1L	-	
PEX11A	100157485	
GTF2H1	100525504	
ZFP3	100626730	
U6	-	
FBXW2	100155830	
CMAS	100520022	
PDYN	445529	
TSKU	100522628	
SLC1A2	100627068	
UBQLNL	100517175	
RAC2	100621675	
LRRC63	100738930	
FOXN2	100519769	
SNORD112	-	
ssc-mir-744	-	
U1	-	
PCDHB15	100515075	
CLCA1	397284	
LRRC20	100151944	
MMRN1	100516922	
WT-1	-	
U6	-	
C2ORF16	-	
IL27RA	100511742	
KIF18A	100518110	
C1ORF50	-	
SCAMP3	100152731	
DNMT1	606746	
ASB7	100153037; 100519936	
GPR123	100623440	
C14ORF101	-	
ZNF146	100621065	
KCNQ4	100526228	
ENO4	100158218	
PRICKLE1	100157209	
ssc-mir-20a	-	
BZW2	100514864	
AKR1C4	100144511	
PEX16	100517211	
SERTAD4	100511654	
CALN1	100737793	
TBC1D7	100155821	
TSPAN4	100513456	
HADHB	-	
LRRC7	100516204	
U6	-	
EFEMP2	100526031	
HPS6	100049675	
LIPC	100233189	
B3GALT1	100152554	
VAT1	100625359	
BTG1	100101473	
ARHGEF17	100516147	
SNORD16	-	
CCDC88A	100514454	
OSTC	100517665	
EIF4H	100627717	
GATSL3	100157272	
JAK1	397202	
MGAT5B	100516218	
G2E3	100153402	
NSDHL	100157894	
MRAS	100621398	
ADAMTSL4	100514576	
STARD3NL	100529117	
RAB27A	606749	
SYT16	100522358	
WDR55	100514155	
USMG5	100520866	
FOXN3	733584	
STOML1	100156113	
ULK2	100525780	
LMAN1	100153007	
CBX4	100511584	
SLC22A5	100520422	
PARP12	100515805	
HSF2	100154234	
RCOR2	-	
STX16	100144526	
PGAP1	100620753	
ZNF713	100521127	
REP15	100514348	
TAX1BP1	100516165	
U1	-	
TRUB2	-	
CD5	100513336	
ACTL6A	100523570	
FAM158A	-	
SERPINH1	396773	
HOXC13	100518969	
DDX39A	100515361	
BTRC	100157842	
SEPT6	100515873	
SLC25A25	100156347	
FAM18B2	-	
CCNT2	100737861	
EPB41L3	100520913	
RGN	768107	
SUPT16H	100155525; 100157967	
CGA	406869	
TACC1	100523215; 100624903	
XKRX	100518168	
COPS3	100512312	
EXOSC3	100152421	
PAX6	100514152	
SH3PXD2B	100524286	
SNORA70	-	
TAF7	100523236	
ssc-mir-19b-2	-	
BMP6	100155536	
MXD1	100625349	
OMG	100525125	
7SK	-	
SEMA3B	100153200	
ADAT1	100521793	
NCK1	100192438	
MSH2	100337661	
SHQ1	100511045	
KLHDC3	100125975	
MRPS22	100158122	
GFPT1	397209	
HTR4	397431	
MRPL9	100622852	
APOER2	-	
FAM120A	100514399	
IFN-OMEGA-6	100154912	
TLR2	101055472; 101055400; 101055074; 101055073; 396623	
5S_rRNA	-	
GNB3	100154522	
HOXA10	100737679	
U6	-	
DOCK8	100153522	
U1	-	
ZNF575	100519430	
RLN	396891	
FGD1	100518103	
RND3	397559	
ZXDC	100156021	
OR10Q1	-	
GDI2	414427	
CAMK2D	397674	
IQSEC3	100515547	
KISS1	100145896	
MAGED1	414852	
U1	-	
IL-1BETA	-	
NRP1	100286859	
SORL1	100524036	
TGIF1	100625732	
BMP1	100156461	
CPSF3L	100523908	
UIMC1	-	
CLIPR-59	-	
CDK2AP2	100526092	
SERTAD1	100624989	
MTCH1	100152609	
ZNF48	100621309	
PYGO2	100157530	
SCARNA24	-	
GPR83	100513220; 100124527	
SCN1B	100736963	
CH242-99N13.1	-	
TNFRSF25	100516201	
APOL6	100518305	
PDE4DIP	100627087	
SCARNA21	-	
DNAJB12	100156234	
DDX6	100515499	
AP2B1	100620457	
CH242-271L5.1	-	
5S_rRNA	-	
C17H20ORF108	-	
KITL	-	
TM2D3	100523885	
CLPB	100524385	
RABAC1	595125	
C1ORF21	-	
U6	-	
KCTD10	100519625	
GPRASP1	100523039	
MAD2L2	100736650	
UMODL1	100620228	
HDGF	100153512	
FBXW4	100157051	
TGM5	100158178; 100623920	
IQSEC2	100520058	
HTT	-	
CLK2	100155149	
PPP1R1C	-	
PTP1B	-	
PNO1	100515308	
TSR2	100157624	
DHCR24	100628197	
ssc-mir-218-2	-	
U6	-	
U6	-	
NME3	100514398	
SNX5	100155390	
ATP9B	100154901	
KDM3A	100517522	
ADCY1	100624934	
GRPR	100517439	
KCTD18	100523334	
PPTC7	100513685	
TGS1	100157730	
SLA-8	100135036	
PFDN4	100144532	
VEZT	100517653	
C12ORF24	-	
TCEA1	100157724	
GLTP	396765	
E2F3	100154407	
FUCA2	100154940	
DYNLL2	-	
HAUS7	100518818	
ZKSCAN5	100522312	
FBXO7	100155281	
ATP6V1F	100518811	
U6	-	
SNORA70	-	
ALR	-	
BTBD2	100513521	
PLTP	397527	
U6	-	
PLA2G1B	445525	
RILP	100525077	
LRRC20	100151944	
SMPD4	100152725	
CENPH	100736772	
GCOM1	100154487	
DOK1	100233179	
MAP3K2	100621234	
NEB	100516703	
MXD3	100512157	
CDK2	100127490	
RNPC1	-	
SRF	100155958	
THAP3	102158728	
HAND1	541594	
APOO	100525438	
C12ORF66	-	
SNX32	100511178	
REEP3	100158143	
C20ORF194	-	
U6	-	
C19ORF70	-	
DPP8	100155833	
SNORD14	-	
CAPN5	100524513	
DLST	397690	
ACADS	396932	
ADAM5	100525189	
ANKRD33	100522737	
U6	-	
PQLC2	100511513	
ANKRD34C	100156422	
ZFP106	100512574	
RNF10	100738296	
MBNL3	100512149	
CXCL14	494467	
HNRNPD	100512244	
U6	-	
VPS39	100513254	
PRPSAP2	-	
DUOX1	397177	
TAF8	100524570	
GTPBP1	100520611	
GRK5	100152937	
PALM3	100513460	
DLAT	397054	
LMNB2	100620983	
FAS	396826	
GLRX	397463	
FAM65C	100153156	
ABR	100522463	
TLR4	399541	
MTBP	100152418	
CYLD	-	
SLC35B3	100157111	
SEC14L1	100515921	
ZFYVE28	100516091	
C4ORF40	-	
POMT1	100525803	
SLC35F5	100157997	
ACADVL	-	
ITFG1	100521970	
IL17RD	100513377	
CAMSAP1	100518948	
MMP20	-	
EEA1	100153403	
GUCA2B	100301561	
C5ORF15	-	
POPDC3	100151910	
CSTF2	100515986	
LGI1	100157335	
CDH22	100153556; 100157191	
CCDC92	100521520	
TERF2IP	100521624	
LEAP2	396687	
PDE6C	100512867	
RRM2B	100157205	
APOER2	-	
RAD51B	100519785	
HIVEP2	100525369	
ATP13A1	100513911; 100738340	
STARD8	100519288	
PICK1	100158107	
IQCJ-SCHIP1	-	
ZNF668	100523433	
ADAM10	397345	
HIST1H2BC	-	
ZNF193	-	
PIK3R4	100516293	
PROM2	100521959	
ARF4	595108	
ADAM19	100521528	
HOXD4	-	
HIST2H3C	-	
IL8R2	-	
A1BG	100516980	
7SK	-	
CSPG5	-	
TMEM168	100518941	
FCRLA	100154450	
U6	-	
FBXO21	100157989	
OTOP1	100524096	
CAST	397135	
ME1	397538	
C22ORF23	-	
MAP3K7	100135663	
ARID2	100625757	
CA3	494016	
GPIBA	-	
GIMAP6	100518524	
ZNF691	100628198	
CCT6	-	
IDH3G	100525850	
PIP4K2A	100520446	
BZW2	100514864	
SCN8A	100522189	
MB21D1	100516408	
KIAA1009	100516163	
ZAP	-	
MEP1A	100154136	
UBE2T	100525658	
LDLRAP1	100125967	
APPBP2	100525889	
snoZ40	-	
CLEC19A	-	
VMP1	100524644	
UBR3	100521299	
AKT2	100127478	
EYA4	100157256	
C1QC	445460	
NPM1	100525313	
ST8SIA3	100623213	
ZFAT	100622516	
PCDH19	100515639	
E2F6	-	
FAM160B2	100155695	
FTMT	100524926	
PPTC7	100513685	
7SK	-	
MRPS21	100620434	
SERPINA7	397125	
MECOM	100518275	
AMDHD1	100151804	
KE2	-	
PALM	654410	
C2CD2	100628208	
YWHAB	100153160	
IDH3G	100525850	
C17ORF87	-	
ERI3	-	
TARSL2	100523715	
ATP5J2	100037979	
LGR4	100518646	
WNK1	406235	
TXNL1	100512385	
DNTTIP1	100154389	
ZNF7	100156915	
ESCO2	100627165	
ETHE1	100523003	
POLG	100157469	
PRMT1	100286877	
CNPPD1	100157604	
PTGES2	100155133	
USP47	100519588	
TRAPPC3	100627309	
CXCL10	494019	
RAB14	595112	
LDHA	407245	
FANK1	100153851	
SEC23B	100524115	
METTL8	100154157	
CTSK	397569	
UTP6	100524172	
CD14	100620530; 100037938	
TRPC6	100271728	
EXOSC5	100512107	
CUL2	100512186	
C15ORF40	-	
PPP1R14C	100521302	
TAAR8	-	
PABPC1	100153958	
TTLL5	-	
PAQR8	396559	
GOLIM4	100517915	
POLA2	100513971	
MBD6	102165011	
ZNF740	100154762	
SLC27A2	494011	
WDR55	100514155	
EPB41L3	100520913	
U6	-	
HAP1	100736934	
U6	-	
U6	-	
DFNB59	100518993	
ABCF2	-	
GPR82	100158124	
ESYT1	100519485	
MSMB	396852	
OLFML2B	100156452	
PAK2	100511837	
SPNS1	100517643	
SLA-DRB2	100135043	
ANKRD13B	100520696	
ZNF154	-	
XBP1	100217386	
KIFC3	100514463	
TMEM231	100522137	
COQ6	100155731	
ssc-mir-499	-	
ELOVL1	100312969	
GPR162	100736664	
EPB41L1	100156952	
NOC3L	100158153	
snoU6-53	-	
DOK2	100152025	
FKBP9	100623924	
PTRHD1	100514763	
RIBC1	100739016	
IZUMO1	100524565	
AMACR	100512020	
ANKS3	100511250	
TMEM44	100153715	
COBLL1	100737004	
ssc-mir-181b-1	-	
ADAM28	100152711	
CCDC72	-	
TNFSF9	100736831	
TMEM183A	100512006	
RHBDD2	100523781	
E2F1	100153846	
TBC1D10B	100514343	
CCDC146	100737427	
CYP2R1	100124375	
PPAP2C	100233200	
RBBP4	100620677	
FAM173A	100526101	
SNORA11	-	
MRPL15	100155047	
ARF6	780425	
MESP1	100155863; 100135680	
BECN1	733576	
TNFAIP1	100737417	
RPL22	-	
BLVRA	100515289	
LRP2	102165556; 407249	
ARHGEF35	-	
U6	-	
FAM55C	-	
PCP2	100525506	
U6	-	
U6	-	
MBNL3	100512149	
EXOSC9	100521809	
FAS	396826	
SYNRG	100624012	
ENO4	100158218	
HNRNPL	102163392	
POMT2	100155173	
NAP1L4	100737250	
MSMB	396852	
NUP98	100522198; 100522560	
CNOT7	100154442	
P94	-	
RINGO	-	
ORMDL1	100155491	
PARP11	100524437	
CIZ1	100157558	
APIP	100525733	
PRELID2	100524733	
TNS1	100514801	
RPRD1B	100157347	
ssc-mir-1	-	
FLT4	100518179; 100286855	
U2	-	
NRM	100144454	
CCL22	100516016	
TTC25	100525074	
TRAK1	100522277	
CHID1	100511064	
C19ORF38	-	
C7H6orf205	-	
TBL1XR1	100522831	
MEA1	100126291	
PRRG1	-	
C9ORF156	-	
MRPL13	100153348	
C17orf67	-	
FCAR	100144539	
ZNF566	-	
EZH2	100625497	
PDHX	-	
ATAT1	100144480; 100152752	
IL13	396721	
TOP2A	-	
ALDH1L2	100151976	
KRTDAP	100515206	
SRA1	100513784	
CCBE1	100510995	
TOX2	102166192	
TROAP	100511692	
U6	-	
ssc-let-7i	-	
C1ORF230	-	
SCAMP4	100738966	
MON1B	100520385	
ADH5	100513555	
OSGEP	100153498	
ATP2A1	100516962	
NDUFS3	100510948	
PHF7	100152414	
5S_rRNA	-	
YWHAG	100523057	
PARVG	100520379	
CYP2E1	403216	
CTNS	100515235	
FUT1	397138	
MPV17L2	100519592	
PEX16	100517211	
GHDC	100523395	
SERPINA3-3	396685	
KIAA0090	-	
OAT	100156865	
PKHD1	100517169	
TTLL4	102162240	
U6	-	
CBLN4	100141408	
PPP3CC	100158082	
SLC41A2	100519603; 100155617	
SNORA3	-	
MYBPC2	100511817	
AKAP4	100513773	
SOX15	100522397	
CPNE4	100157532	
SLIT3	100513444	
FAM5B	-	
FZR1	497234	
CCDC56	-	
U6	-	
ELMOD3	100519304	
ZZEF1	100522276	
MCMDC2	100154418	
HGSNAT	100517562	
TMEM115	100517191	
GSTM3	-	
PRKDC	100156379	
KIF21A	100520674	
GOSR2	100519332	
RP1L1	100153380	
OR11H4	-	
CREB2	-	
PLCB1	-	
BCORL1	100525271	
TRUB2	-	
SLC29A1	396631	
CRSP2	-	
CKAP2L	100516489	
FKBP9	100623924	
ABCA3	100518064	
U6	-	
HYAL4	100524837	
C20ORF3	-	
TFCP2L1	100519339	
DDX54	100523515	
WDR48	100518629	
DTL	100525066	
C12ORF49	-	
KDELR1	100520962	
FREM3	100526232	
C14ORF159	-	
APOA4	397681	
PIGN	100522054	
U6	-	
PICALM	100519857	
GALK2	100152312	
C14ORF153	-	
SRSF7	100518189	
U6	-	
MAF1	100526048	
TCERG1	100621703	
SPATA21	100525111	
MAN2A2	100154397	
URB2	100157881	
FAM208A	100627450	
M6P/IGF2R	100158103	
CPSF3	100622181	
STOML3	100525123	
MTMR1	100517258	
SETDB2	100157885	
ECHDC2	100519847	
U6atac	-	
GALNT11	100515515	
HHATL	100523865	
CAPRIN1	100512646	
CEPT1	100154792	
MLLT1	100517879	
CR1	100514723	
RBPMS	100514545	
FYN	791125	
SLA-DRB2	100135043	
RRAGC	100513798	
KIF12	100156816	
HSPCB	396742	
CAMTA2	100511531	
ITGAM	397459	
SIRT3	100125971	
SMAP1	100513326	
HEPACAM2	100627565	
CCDC77	100513353	
CEP192	-	
ITGA3	100517053	
ZNF207	100521516	
FAM76A	100627656	
TMBIM4	100738459	
SERPINA5	100153513	
U6	-	
MRPL27	100514487	
MFSD2A	100518612	
EIF3J	100517070	
ARMC4	100516925	
SFMBT1	100152413	
RBFOX2	100513594	
MYOT	100101550	
BACE2	100517374	
TN-X	445520	
GPX5	396920	
U5	-	
SNX11	100520095	
PAPD7	100517864	
KRT82	100523843	
GALNTL5	100515695	
ZNF281	100523859	
RNF13	100621829	
PTK7	100153873	
C1ORF57	-	
SHISA5	-	
DENND4C	100154094	
ARHGAP21	100518571	
ELL3	100156183	
EIF2S3	100624149	
LONP1	100511917	
TMOD3	397556	
ASB18	100621336	
SYNJ2BP	100514718	
PRR2	100038012	
NEDD8	100520086	
OR4D9	-	
MYO5C	100155557; 100188908	
GGTA1	396733	
CD164L2	100512418	
SMC4	100152361	
LDHB	100621540	
KIAA0317	-	
MTMR3	100157292	
GINS3	100512472	
MARCH4	100513956	
GGTA1	396733	
SCN2A	396588; 100515171	
KIF15	100738172	
C7ORF11	-	
PPCS	100523850	
CBR4	-	
SCGB3A1	100515999	
CXORF57	-	
GAST	445524	
ST13	100624451	
U6	-	
RECQL4	100524433	
CMTM5	100514659	
RAB5C	100523862	
CAMSAP2	100621685	
NR2F6	100516724	
ZNF541	100519367	
USP12	100511469	
7SK	-	
NPRL2	100517004	
LAMC1	100127442	
SFT2D3	100516835	
CLDN10	100153752	
C1ORF135	-	
RPL19	396989	
CXorf36	-	
ZNHIT6	100153815	
snoZ30	-	
7SK	-	
ORF	-	
LEUTX	-	
TRPM6	100157775	
GALNTL1	100513992	
ANKMY2	100627896	
CHFR	100154400	
GALNT10	100511419	
S100A16	100155146	
TMEM185A	100514558	
RDH12	100153020	
CHRM5	100155818	
ZO1	396567	
TOMM20	100152814	
C17ORF49	-	
C13ORF27	-	
LMBR1L	100525991	
GAK	100625047	
SCAMP5	100156508	
ABHD3	100524684	
UBXN2B	100153716	
METT5D1	-	
HTR2B	396837	
MPZL1	100153553	
ACTC1	100152267; 100158242	
ssc-mir-133a-1	-	
ITGA11	100520350	
HECTD2	-	
MAMDC4	-	
CRB2	100511431	
PLEKHG2	100514923	
ARL8B	100515580	
ZNF114	-	
NPY	397304	
SLC25A31	100518564	
FOXP2	100127352	
OR52K1	-	
OR4X1	-	
ID4	100144508	
TERF1	100516798	
CREBBP	100515370; 100620215	
ZNF572	100152926	
GSTO1	397117	
NUS1	100154658	
CHI3L2	100623443	
TOMM6	102162299	
U5	-	
HADH	397604	
U6	-	
FYTTD1	100622532	
PGAP3	100516999	
ATOH1	100515497	
SMTN	414369	
TTBK2	100511488	
SLC25A44	100155112	
DEPTOR	100157658	
5S_rRNA	-	
SP-B	-	
PCDHAC2	-	
HAS2	-	
SNAP91	100521763	
BMP6	100155536	
MRPS2	100518410	
FKBP6	100524075	
APOBEC1	100512412	
CLINT1	100522525	
7SK	-	
C2ORF68	-	
SNORD59	-	
ITPR3	100155015	
SGTA	100515997	
CADPS	100518990	
FHAD1	100627409	
FBXO41	100517089	
PDPR	-	
PLEKHA7	100514820	
GIPC1	100514566	
LYZL4	100522642	
KRT80	-	
MRPS33	100624933	
NSFL1C	100513186	
WNK1	406235	
PRPF31	100520791	
TCF23	100522370	
SAP30L	100525720	
U6atac	-	
MUL1	100514904	
U6	-	
U6	-	
TSC1	100154726	
FCRLA	100154450	
U6	-	
IRS1	100512686	
U2	-	
TBC1D5	100626058	
XRCC3	100522195	
ST6GALNAC1	100622490	
TMEM41A	100152499	
FTSJ3	100512190	
ELOVL6	100312970	
ADH7	100127137; 100512795	
FAM50A	100623080	
FGF4	100518595	
PRRT3	100156687	
PRDM4	100155716	
U6	-	
DUSP26	100525894	
U6	-	
ARHGAP35	-	
SYCP1	100513924	
VAV1	100519821	
SCARNA6	-	
LRRFIP2	100626059	
LRRC52	100152608	
TROAP	100511692	
ATG4D	100141400	
PQLC1	100152541	
C3	397072	
MURF2	-	
FNDC3A	100738181; 100621035	
SNORD101	-	
HEATR1	100154560	
ABCC1	733619; 396909	
ARHGEF25	100517091	
DDX4	431672	
CDC25C	100144474	
PPFIBP2	100738007	
ZNF839	100152925	
GPATCH3	100526056	
C1ORF186	-	
ssc-mir-217-2	-	
NOBOX	100499552	
BNC2	100513064; 100627171	
TMEM160	100514771	
VARS2	-	
FAM101A	100158166	
CCNO	100517790	
C2ORF54	-	
IZUMO2	100524938	
FAM171B	100525259	
BAMBI	449001	
RAD23A	100524483	
CARNS1	100512885	
CSN2	404088	
COG7	100627695	
HHAT	100512733	
C2ORF63	-	
KPNA6	397539	
U6	-	
GREM2	-	
PIK3R2	100739510	
TRPC4	100157635	
CH242-286D19.2	-	
KIAA1551	-	
SETD1A	100511747	
CHREBP	-	
C17ORF63	-	
IL10	101055398; 103158018; 103158403; 103158012; 103158021; 103158318; 101055068; 103158014; 103158015; 100529976; 101055070; 101055273; 101055302; 397106; 101055069; 103158019; 103158020; 103158400; 103158402; 101055397; 103158013; 103158017; 101055067; 103158016; 100529975; 103158401	
AOAH	100522290	
PRDM16	100624476	
DLX1	100522648	
COL4A4	100621403	
PNLIP	100157809	
RPP30	100156540	
ANKFN1	100525181	
RPTOR	-	
U5	-	
UHMK1	100622137	
COPS4	100125960	
KIAA1328	100520966	
MUC1	397382	
FAM98B	100522915	
SNORA17	-	
SYDE1	100517807	
TGM2	100127492	
TBC1D1	100523386	
MRPL49	100514890	
MAGEB6	-	
TEKT2	100525228	
MYO1E	100154204	
ZBTB48	100518669	
CH242-513N11.8-001	-	
SNRPD3	100153480	
AHCYL1	100157229	
LMTK2	100521078	
TRIM31	100154496; 100154124	
C19ORF26	-	
DAGLA	100520824	
FAM124A	100152644	
PABPN1	100155260	
SRGAP1	100623414	
CU468857.7	-	
ZNF664	100627713	
IREB2	100153993	
ANKRD23	100525457	
ISG12(A)	100153902	
ZDHHC20	100623451	
UROD	100514239	
DYRK2	-	
MAFB	100518227	
ARPC5L	-	
ADORA3	606753	
ATP6V1G1	100154379	
C2ORF80	-	
NME7	100152763	
CPNE1	100233174	
KIAA1430	100518043	
PITRM1	100521215	
STUB1	100511251	
VKORC1L1	100518062	
ZSWIM1	100518228	
CDK12	100513815	
TSKS	100522079	
FNDC3B	100153395	
HK1	100152344	
C10ORF2	-	
C20ORF114	-	
PDE9A	-	
B3GALTL	100517236	
ACADL	396931	
SPECC1L	100519740	
5S_rRNA	-	
DGKB	100625799	
CCNA2	100415929	
CREBZF	100518742	
ELMOD3	100519304	
OSMR	100519398; 100519929	
TTC8	100156057	
SEPT4	-	
DCLRE1C	100512855	
MGEA5	100152585; 100156621	
NFATC1	397318	
WDR33	100517785	
NHS	100152239	
FAM193A	100517173	
U6	-	
ARPC2	100153175	
AP4S1	100154615	
DCBLD1	100156679	
KIAA1143	-	
COIL	100525713	
GNAI1	397505	
LRIG1	100521990	
NAA10	-	
HSD17B14	100523496	
KCNK10	100155276	
IGSF11	100511781	
ANAPC1	100519830	
PLEKHA8	100514381	
DHX40	100519272	
SLC26A6	497236	
GORASP2	100154960	
SLC25A48	100518721	
ZNF655	100519015	
ALDH5A1	100157072	
PSMD11	100523278	
ADAMTS8	100518855	
SDF2L1	100156780	
ABCC1	733619; 396909	
ISOC2	100518558	
VKORC1L1	100518062	
5S_rRNA	-	
ART3	100522086	
KIAA0226	-	
GSTT1	-	
HES1	100499567	
CEBPZ	100522073	
SLC25A17	100517713	
U2	-	
NKRF	100155370	
SPATA7	100153278	
ITM2C	100144481	
P2X1R	-	
PISD	100153506	
RNF157	100522340	
CXORF58	-	
SENP1	100157986	
PLA2G12A	100517106	
CNPY2	100151912	
OTUD6B	100157831	
CCDC130	100525683	
WDR20	100516626	
CABP4	100512702	
LAPTM4B	100522993	
AGPAT6	100152836	
WBSCR27	100526161	
U6	-	
CPLX4	100523764	
MANF	100505460	
ZNF184	-	
TMEM126A	100627094	
B3GALTL	100517236	
FAM158A	-	
SLC16A8	100524435	
GPR132	100523318	
SPATA5L1	100156592	
EFR3A	100627646	
TMEM55A	100156639	
NMBR	100169653	
AS3MT	100622012	
ALDH4A1	100820830	
WNT2	100125382; 100516839	
CENPB	100622502	
KIAA0907	100157149	
OR51M1	-	
VWA2	100152718	
U6	-	
RSBN1	102159049	
C20ORF3	-	
PGM5	100511977	
NRSN1	100154240	
C11ORF84	-	
RHOJ	100155474	
DHX29	100514880	
MYO18A	102162716	
ANKZF1	100152759	
GNPAT	100156253	
COL4A2	100153454	
LRIF1	100156850	
JUNB	100523358	
APBB3	100513399	
HPSE	100271932	
TMP-CH242-74M17.5	-	
KIAA1432	100154060	
NISCH	100156417	
LPXN	-	
SHARPIN	100526216	
SYNGR1	100626046	
COL7A1	100523209	
U6	-	
7SK	-	
U6	-	
RASGEF1B	100337671	
MYBPC2	100511817	
SNORD18	-	
WDR34	100513839	
ETV2	100622447	
HMGCS2	397673	
TNFAIP1	100737417	
VGLL1	100622133	
ATXN7	100519688	
UBE2K	-	
NPW	396680	
PGLS	100517636	
NLRP9	100519960	
SLC39A12	100523814	
TUBB2A	733686	
ITCH	100519750	
POLR1A	100518066	
ssc-mir-339-1	-	
ZNF711	100152061	
TEAD4	100152085	
KAL1	100154011	
OLFML3	100158055	
LRRN2	100525178	
ASTN2	102162976	
HORMAD2	100154446	
VNN1	397246	
OR5A2	-	
C9ORF78	-	
SGPL1	100525187	
U1	-	
DHDDS	100524683	
PIK3CD	100518131	
PRUNE2	100153374	
COL9A1	100155319	
HSPB6	100127444	
MYC	448810	
SLCO6A1	100512269	
EIF3J	100517070	
TPRG1L	100512473	
AGPAT9	100524266	
TMEM129	100513413	
AFTPH	100518778	
C7ORF63	-	
U6	-	
OSBPL8	100525288	
SRSF7	100518189	
ZNF428	100519901	
EFHD2	100520743	
AMDHD2	100518775	
GPM6B	100155237	
MX1	397128	
COMMD10	100522728	
PTGES2	100155133	
TESK2	100513361	
TRIM39	100151742	
VPS53	100523207	
FAIM1	-	
SLA-6	100135037	
ZNF500	100625066	
C1ORF198	-	
CCDC37	100155072	
PBX4	100514093	
EP300	100156226	
ING3	100512026	
IFNGR1	100152238	
C17ORF70	-	
U6	-	
ABHD5	497624	
FAM129B	100739641	
TMEM87A	100154984	
IL17B	100514156	
CACNG2	100512654	
CLU	397025	
VPS36	100513172	
FPGS	100736908	
DERL1	100626802	
DIS3L2	100153005	
ZNF280C	100524358	
ULK1	100151990	
HSD17B12	100312972	
SPHKAP	100515691; 100621692	
C12ORF54	-	
RHOXF1	102157657	
CENPI	100516889	
TMEM104	100513429	
NARG2	100157039	
TAF2	100155674	
AP2B1	100620457	
ANKDD1A	100515000	
PTPN13	100521910	
FRAP1	-	
HIST3H3	-	
C12ORF4	-	
U6	-	
PIK3CG	396979	
TGM2	100127492	
KCNN3	397045	
PFKFB1	100233197	
TLN1	100157220	
CSRP2	-	
U1	-	
KCNJ1	100517668	
ABCB10	100153026; 100522165	
LCT	407244; 100625897	
ssc-mir-615	-	
CEP250	100151840	
CAST	397135	
GPRASP1	100523039	
SPTA1	100152068	
RNF181	100628060	
TDP2	100157860	
PCK2	403165	
AP2S1	100514408	
SLC5A12	100519011	
RNF7	100514874	
MTHFD1	414382	
GBF1	100154193	
MMP15	100514105	
TERF2	100517762	
SPTAN1	-	
TMEM59L	100511310	
EIF2B3	100622917	
ACMSD	-	
DCUN1D1	100624319	
DDX19A	100627862	
XKR9	100154419	
ADM	397195	
ATP9B	100154901	
ADRA1D	552898	
NTN1	-	
B3GAT3	397642	
DHFR	100525912	
FAM83F	100155438	
CABLES1	100526114	
ADM5	100101476	
SRM	414385	
MNDA	-	
SYT1	100513599	
ZNF706	100521722	
EDNRB	414911	
TMEM128	100524815	
MKRN2	100626891	
SNORA9	-	
U6	-	
KIF20B	100155885	
SCT	397464	
POU5F1	100127461	
DRAM2	100158051	
IRF1	396611	
ART4	100152653	
PLOD2	641354	
LZTFL1	100152547	
U6	-	
U4	-	
ITPR3	100155015	
NFATC2	100134969	
ZDHHC1	100525400	
AGGF1	100520064	
SNORD121A	-	
SPRYD7	100155063	
EXOSC1	100153550	
CPO	100155330	
MRI1	100525858	
CDCA4	100523127	
LGALS7	100217394	
WDR66	100524906	
ZNF341	102163983	
ANK1	100155697; 100157679	
SNORA35	-	
BRPF3	100155440	
MIOX	397189	
MMP11	100153503	
CDH22	100153556; 100157191	
PQLC3	100525694	
U6	-	
ERGIC1	100523931	
NAAA	100521735	
SNORA11	-	
GOLGA5	100151911	
SDHAF2	100519294	
UBA5	100521223	
PNP	100157138	
PROX1	100169702	
SAR1B	494017	
7SK	-	
ZRANB2	-	
SNORA19	-	
MTCH1	100152609	
IER3	100154770	
GGH	100154232	
SAMD4B	100516158	
DYRK1A	100514684	
CAPNS1	397587	
ENO3	692156	
NSFL1C	100513186	
GNG4	-	
SNORA11	-	
WDR18	100622895	
TMEM218	100523561	
KIT1*0101	-	
GORASP1	100518933	
TTC4	100513360	
SNORA29	-	
C20ORF194	-	
SLC26A6	497236	
DEK	100156871	
CITED2	100156022	
AP1G2	100157682	
DST	100152205	
NAPB	100515106	
TBL2	100626099; 100524928	
C14ORF119	-	
CH242-73D9.1	-	
ARHGEF35	-	
HEXIM2	100524519	
WDTC1	100190994	
FAM91A1	100625756	
ALDH2	733685	
PLXNA1	100624579	
SALL2	100155097; 100513098	
MBIP	100516143	
IKZF5	100153217	
SPRY2	100157266	
MKRN2	100626891	
HSD17B3	100513224	
CNOT4	100622832	
ENHO	100303726	
POLE2	100521651	
WDR38	100154489	
TMC7	-	
THG1L	100521164	
ACTN1	100513412	
REN	100524822	
MTF1	100511998	
ALPK1	100514116	
DIRAS3	733668	
CDC42BPB	100156588	
KLHL4	100524840	
ABCE1	100524881	
HMGN4	100157353	
